sample_id,mission_id,mission_name,timestamp,latitude,longitude,altitude,ph,ec,moisture,temperature,nitrogen,phosphorus,potassium,organic_carbon,soil_health_index,soil_texture,mulberry_variety,probe_depth_cm,battery_soc,raw_modbus_hex,rover_state
S0198,M001,Grid Sweep Sector A (North-West),2026-08-16T04:30:54.345690,11.391731,77.734398,319.9,6.87,0.6,51.4,25.2,317.9,140.7,92.2,0.74,93.8,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 0202 00FC 0258 0045 013E 008D 005C A4CF,INTERROGATION
S0199,M001,Grid Sweep Sector A (North-West),2026-08-16T04:48:54.345690,11.391717,77.734917,321.4,6.84,0.62,40.4,25.8,321.9,134.2,81.4,0.64,91.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 0194 0102 026C 0044 0142 0086 0051 A6E8,INTERROGATION
S0200,M001,Grid Sweep Sector A (North-West),2026-08-16T05:06:54.345690,11.391885,77.734725,320.8,6.86,0.61,42.7,25.6,321.3,140.4,94.0,0.77,94.5,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01AB 0100 0262 0045 0141 008C 005E A6DC,INTERROGATION
S0201,M001,Grid Sweep Sector A (North-West),2026-08-16T05:24:54.345690,11.392958,77.734239,318.4,6.89,0.61,45.0,25.4,334.3,130.7,126.9,0.72,96.4,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C2 00FE 0262 0045 014E 0083 007F A76A,INTERROGATION
S0202,M001,Grid Sweep Sector A (North-West),2026-08-16T05:42:54.345690,11.391242,77.734838,322.3,6.86,0.63,43.2,25.8,315.4,132.1,101.8,0.67,93.0,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01B0 0102 0276 0045 013B 0084 0066 A69B,INTERROGATION
S0203,M001,Grid Sweep Sector A (North-West),2026-08-16T06:00:54.345690,11.392053,77.734655,320.3,6.91,0.59,44.9,25.0,340.4,146.9,141.4,0.83,99.5,Rich Humus Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C1 00FA 024E 0045 0154 0093 008D A7B9,INTERROGATION
S0204,M001,Grid Sweep Sector A (North-West),2026-08-16T06:18:54.345690,11.392345,77.734772,320.1,7.09,0.59,44.5,24.6,323.6,87.8,135.5,0.72,93.2,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01BD 00F6 024E 0047 0144 0058 0088 A715,INTERROGATION
S0205,M001,Grid Sweep Sector A (North-West),2026-08-16T06:36:54.345690,11.39158,77.734707,321.2,6.98,0.58,41.3,25.8,325.0,134.3,68.9,0.71,91.6,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 019D 0102 0244 0046 0145 0086 0045 A6D8,INTERROGATION
S0206,M001,Grid Sweep Sector A (North-West),2026-08-16T06:54:54.345690,11.391979,77.734286,319.7,6.56,0.61,49.1,24.9,324.3,138.7,144.8,0.79,98.5,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01EB 00F9 0262 0042 0144 008B 0091 A7AF,INTERROGATION
S0207,M001,Grid Sweep Sector A (North-West),2026-08-16T07:12:54.345690,11.39232,77.733415,318.8,6.85,0.6,46.9,25.6,259.6,137.5,127.5,0.57,91.3,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01D5 0100 0258 0044 0104 008A 0080 A604,INTERROGATION
S0208,M001,Grid Sweep Sector A (North-West),2026-08-16T07:30:54.345690,11.392589,77.73432,319.2,6.93,0.62,43.7,25.1,330.3,99.8,130.4,0.73,94.2,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01B5 00FB 026C 0045 014A 0064 0082 A708,INTERROGATION
S0209,M001,Grid Sweep Sector A (North-West),2026-08-16T07:48:54.345690,11.391252,77.734069,321.5,7.03,0.93,45.7,25.1,323.9,132.7,136.6,0.76,94.3,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C9 00FB 03A2 0046 0144 0085 0089 A65D,INTERROGATION
S0210,M001,Grid Sweep Sector A (North-West),2026-08-16T08:06:54.345690,11.391848,77.734117,319.5,6.43,0.64,53.9,24.2,310.6,131.9,132.0,0.69,94.5,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 021B 00F2 0280 0040 0137 0084 0084 A4DD,INTERROGATION
S0211,M001,Grid Sweep Sector A (North-West),2026-08-16T08:24:54.345690,11.391269,77.733687,321.1,7.29,1.28,48.8,25.5,315.6,140.7,132.4,0.69,92.4,Saline Sandy Clay,V1 (Victory-1),15.0,45.0,01 03 0E 01E8 00FF 0500 0049 013C 008D 0084 A0A8,INTERROGATION
S0212,M001,Grid Sweep Sector A (North-West),2026-08-16T08:42:54.345690,11.392904,77.734924,319.0,6.94,0.64,45.8,25.3,316.3,101.1,127.6,0.73,93.4,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01CA 00FD 0280 0045 013C 0065 0080 A7E8,INTERROGATION
S0213,M001,Grid Sweep Sector A (North-West),2026-08-16T09:00:54.345690,11.39274,77.73389,318.2,6.86,0.63,46.7,25.1,217.0,137.4,136.2,0.48,88.7,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01D3 00FB 0276 0045 00D9 0089 0088 A600,INTERROGATION
S0214,M001,Grid Sweep Sector A (North-West),2026-08-16T09:18:54.345690,11.391267,77.734063,321.3,7.08,0.95,45.7,24.6,318.5,131.2,134.4,0.69,92.9,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C9 00F6 03B6 0047 013E 0083 0086 A636,INTERROGATION
S0215,M001,Grid Sweep Sector A (North-West),2026-08-16T09:36:54.345690,11.391622,77.734843,321.3,6.81,0.65,39.7,24.4,327.8,137.7,74.5,0.7,92.1,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 018D 00F4 028A 0044 0148 008A 004A A7FC,INTERROGATION
S0216,M001,Grid Sweep Sector A (North-West),2026-08-16T09:54:54.345690,11.39239,77.734367,319.7,6.96,0.6,44.5,24.7,332.5,110.0,136.4,0.71,95.3,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01BD 00F7 0258 0046 014C 006E 0088 A73D,INTERROGATION
S0217,M001,Grid Sweep Sector A (North-West),2026-08-16T10:12:54.345690,11.392486,77.733826,318.8,6.87,0.67,51.6,24.8,206.6,136.9,135.1,0.49,88.1,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 0204 00F8 029E 0045 00CF 0089 0087 A525,INTERROGATION
S0218,M001,Grid Sweep Sector A (North-West),2026-08-16T10:30:54.345690,11.392451,77.734974,320.2,7.02,0.63,47.5,24.3,321.7,87.6,133.5,0.74,93.2,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01DB 00F3 0276 0046 0142 0058 0086 A747,INTERROGATION
S0219,M001,Grid Sweep Sector A (North-West),2026-08-16T10:48:54.345690,11.392212,77.734617,320.1,7.03,0.59,45.3,24.8,347.8,109.8,139.3,0.82,97.5,Rich Humus Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C5 00F8 024E 0046 015C 006E 008B A74F,INTERROGATION
S0220,M001,Grid Sweep Sector A (North-West),2026-08-16T11:06:54.345690,11.392761,77.733599,318.1,6.88,0.62,46.0,24.2,216.2,136.5,133.7,0.49,88.5,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01CC 00F2 026C 0045 00D8 0088 0086 A602,INTERROGATION
S0221,M001,Grid Sweep Sector A (North-West),2026-08-16T11:24:54.345690,11.391914,77.734297,319.5,6.71,0.64,51.3,24.3,336.7,140.0,114.0,0.84,97.3,Rich Humus Loam,V1 (Victory-1),15.0,45.0,01 03 0E 0201 00F3 0280 0043 0151 008C 0072 A45D,INTERROGATION
S0222,M001,Grid Sweep Sector A (North-West),2026-08-16T11:42:54.345690,11.391221,77.734946,322.5,6.83,0.62,41.0,24.7,318.8,130.3,103.9,0.75,94.2,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 019A 00F7 026C 0044 013F 0082 0068 A753,INTERROGATION
S0223,M001,Grid Sweep Sector A (North-West),2026-08-16T12:00:54.345690,11.391928,77.734628,320.4,6.78,0.59,45.3,24.5,334.6,141.1,103.3,0.86,96.3,Rich Humus Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C5 00F5 024E 0044 014F 008D 0067 A75C,INTERROGATION
S0224,M001,Grid Sweep Sector A (North-West),2026-08-16T12:18:54.345690,11.391953,77.733647,319.7,7.02,1.25,45.9,24.2,323.6,132.1,132.1,0.7,92.6,Saline Sandy Clay,V1 (Victory-1),15.0,45.0,01 03 0E 01CB 00F2 04E2 0046 0144 0084 0084 A11A,INTERROGATION
S0225,M001,Grid Sweep Sector A (North-West),2026-08-16T12:36:54.345690,11.391435,77.733617,320.8,7.5,1.54,46.9,24.0,321.1,134.7,126.9,0.69,89.8,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01D5 00F0 0604 004B 0141 0087 007F A310,INTERROGATION
S0226,M001,Grid Sweep Sector A (North-West),2026-08-16T12:54:54.345690,11.392944,77.734488,318.5,6.89,0.62,45.0,24.5,335.0,109.8,127.5,0.74,95.1,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C2 00F5 026C 0045 014F 006E 0080 A77C,INTERROGATION
S0227,M001,Grid Sweep Sector A (North-West),2026-08-16T13:12:54.345690,11.392938,77.733309,317.5,6.78,0.64,48.8,24.2,282.1,138.6,133.0,0.67,94.2,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01E8 00F2 0280 0044 011A 008B 0085 A709,INTERROGATION
S0228,M001,Grid Sweep Sector A (North-West),2026-08-16T13:30:54.345690,11.392258,77.733653,319.1,6.72,0.65,45.6,24.6,235.9,134.0,134.0,0.58,90.4,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C8 00F6 028A 0043 00EC 0086 0086 A6D8,INTERROGATION
S0229,M001,Grid Sweep Sector A (North-West),2026-08-16T13:48:54.345690,11.392712,77.734014,318.6,6.79,0.62,45.7,24.8,245.0,134.5,134.9,0.56,90.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C9 00F8 026C 0044 00F5 0086 0087 A62E,INTERROGATION
S0230,M001,Grid Sweep Sector A (North-West),2026-08-16T14:06:54.345690,11.392336,77.733979,319.3,6.21,0.64,45.1,24.9,250.2,125.9,129.3,0.58,86.7,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C3 00F9 0280 003E 00FA 007E 0081 A642,INTERROGATION
S0231,M001,Grid Sweep Sector A (North-West),2026-08-16T14:24:54.345690,11.391645,77.733779,320.1,7.48,1.74,51.6,24.6,326.4,136.7,133.7,0.72,89.5,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 0204 00F6 06CC 004B 0146 0089 0086 A0FF,INTERROGATION
S0232,M001,Grid Sweep Sector A (North-West),2026-08-16T14:42:54.345690,11.39231,77.733649,319.1,6.81,0.64,44.6,24.9,237.9,132.9,135.8,0.63,91.2,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01BE 00F9 0280 0044 00EE 0085 0088 A6A3,INTERROGATION
S0233,M001,Grid Sweep Sector A (North-West),2026-08-16T15:00:54.345690,11.391863,77.733775,319.7,7.05,1.42,50.7,24.4,322.9,127.9,138.0,0.78,92.3,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01FB 00F4 058C 0046 0143 0080 008A A04F,INTERROGATION
S0234,M001,Grid Sweep Sector A (North-West),2026-08-16T15:18:54.345690,11.391314,77.735002,322.3,6.82,0.64,43.1,25.0,325.2,128.3,104.9,0.7,93.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01AF 00FA 0280 0044 0145 0080 0069 A7FE,INTERROGATION
S0235,M001,Grid Sweep Sector A (North-West),2026-08-16T15:36:54.345690,11.392836,77.733581,317.8,6.9,0.61,45.5,25.4,231.5,137.0,135.4,0.53,89.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C7 00FE 0262 0045 00E8 0089 0087 A63B,INTERROGATION
S0236,M001,Grid Sweep Sector A (North-West),2026-08-16T15:54:54.345690,11.391649,77.73385,319.9,7.64,1.67,47.1,24.5,327.9,136.9,133.9,0.71,88.4,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01D7 00F5 0686 004C 0148 0089 0086 A36C,INTERROGATION
S0237,M001,Grid Sweep Sector A (North-West),2026-08-16T16:12:54.345690,11.391788,77.735032,321.4,6.72,0.61,41.9,25.3,342.9,136.3,99.2,0.75,95.5,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01A3 00FD 0262 0043 0157 0088 0063 A700,INTERROGATION
S0238,M001,Grid Sweep Sector A (North-West),2026-08-16T16:30:54.345690,11.392547,77.734859,319.8,7.15,0.59,46.9,24.9,328.3,71.7,130.5,0.71,91.6,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01D5 00F9 024E 0048 0148 0048 0082 A76B,INTERROGATION
S0239,M001,Grid Sweep Sector A (North-West),2026-08-16T16:48:54.345690,11.391203,77.733585,321.3,7.2,1.08,47.4,25.1,317.4,134.2,130.9,0.79,94.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01DA 00FB 0438 0048 013D 0086 0083 A1AA,INTERROGATION
S0240,M001,Grid Sweep Sector A (North-West),2026-08-16T17:06:54.345690,11.391373,77.733708,320.8,7.45,1.56,45.4,24.7,336.2,136.4,129.0,0.74,91.3,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01C6 00F7 0618 004A 0150 0088 0081 A3F9,INTERROGATION
S0241,M001,Grid Sweep Sector A (North-West),2026-08-16T17:24:54.345690,11.391941,77.7342,319.4,6.49,0.59,53.1,24.6,323.1,127.4,132.5,0.73,96.0,Red Sandy Loam,S36,15.0,45.0,01 03 0E 0213 00F6 024E 0041 0143 007F 0084 A491,INTERROGATION
S0242,M001,Grid Sweep Sector A (North-West),2026-08-16T17:42:54.345690,11.392813,77.734001,318.4,6.85,0.58,45.5,25.6,272.2,131.1,137.1,0.62,92.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C7 0100 0244 0044 0110 0083 0089 A61E,INTERROGATION
S0243,M001,Grid Sweep Sector A (North-West),2026-08-16T18:00:54.345690,11.391217,77.733746,321.3,7.29,1.17,48.1,25.7,332.3,138.8,129.8,0.68,93.7,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01E1 0101 0492 0049 014C 008B 0082 A0BD,INTERROGATION
S0244,M001,Grid Sweep Sector A (North-West),2026-08-16T18:18:54.345690,11.392789,77.734853,319.2,6.95,0.62,48.2,25.6,324.7,84.2,135.0,0.65,92.0,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01E2 0100 026C 0046 0145 0054 0087 A69D,INTERROGATION
S0245,M001,Grid Sweep Sector A (North-West),2026-08-16T18:36:54.345690,11.392669,77.733565,318.4,6.82,0.57,47.1,25.6,196.5,132.8,131.4,0.48,86.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01D7 0100 023A 0044 00C4 0085 0083 A7A8,INTERROGATION
S0246,M001,Grid Sweep Sector A (North-West),2026-08-16T18:54:54.345690,11.392382,77.734609,319.6,7.06,0.59,45.6,26.0,333.4,87.3,131.5,0.76,93.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C8 0104 024E 0047 014D 0057 0084 A698,INTERROGATION
S0247,M001,Grid Sweep Sector A (North-West),2026-08-16T19:12:54.345690,11.392251,77.73469,320.2,7.04,0.62,48.5,26.2,329.7,106.3,138.7,0.79,96.1,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01E5 0106 026C 0046 014A 006A 008B A6A1,INTERROGATION
S0248,M001,Grid Sweep Sector A (North-West),2026-08-16T19:30:54.345690,11.39255,77.734918,319.8,7.02,0.63,49.1,26.6,326.1,83.9,128.4,0.73,92.6,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01EB 010A 0276 0046 0146 0054 0080 A680,INTERROGATION
S0249,M001,Grid Sweep Sector A (North-West),2026-08-16T19:48:54.345690,11.39249,77.734152,319.1,6.81,0.59,44.6,26.1,316.6,135.1,135.2,0.69,96.1,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01BE 0105 024E 0044 013D 0087 0087 A64F,INTERROGATION
S0250,M001,Grid Sweep Sector A (North-West),2026-08-16T20:06:54.345690,11.392169,77.734409,319.9,6.88,0.64,44.0,26.7,351.8,148.0,138.9,0.9,99.9,Rich Humus Loam,Kanva-2,15.0,45.0,01 03 0E 01B8 010B 0280 0045 0160 0094 008B A6CA,INTERROGATION
S0251,M001,Grid Sweep Sector A (North-West),2026-08-16T20:24:54.345690,11.392451,77.733632,318.8,6.77,0.64,43.8,26.7,209.2,132.6,134.0,0.51,88.1,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01B6 010B 0280 0044 00D1 0085 0086 A768,INTERROGATION
S0252,M001,Grid Sweep Sector A (North-West),2026-08-16T20:42:54.345690,11.391978,77.733958,319.4,6.18,1.0,47.3,26.5,311.6,120.0,130.8,0.74,88.1,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D9 0109 03E8 003E 0138 0078 0083 A706,INTERROGATION
S0253,M001,Grid Sweep Sector A (North-West),2026-08-16T21:00:54.345690,11.392994,77.734937,319.0,6.94,0.63,43.2,27.0,328.7,107.3,131.1,0.72,94.6,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01B0 010E 0276 0045 0149 006B 0083 A6EF,INTERROGATION
S0254,M001,Grid Sweep Sector A (North-West),2026-08-16T21:18:54.345690,11.392219,77.734722,320.2,7.04,0.59,47.1,27.3,336.2,108.8,142.9,0.82,96.8,Rich Humus Loam,Kanva-2,15.0,45.0,01 03 0E 01D7 0111 024E 0046 0150 006D 008F A6BF,INTERROGATION
S0255,M001,Grid Sweep Sector A (North-West),2026-08-16T21:36:54.345690,11.391701,77.734786,321.2,6.85,0.61,44.2,26.5,334.2,136.7,69.6,0.73,92.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01BA 0109 0262 0044 014E 0089 0046 A6D7,INTERROGATION
S0256,M001,Grid Sweep Sector A (North-West),2026-08-16T21:54:54.345690,11.392993,77.73367,317.5,6.89,0.64,44.9,27.0,274.9,133.2,128.3,0.65,92.8,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01C1 010E 0280 0045 0113 0085 0080 A6DF,INTERROGATION
S0257,M001,Grid Sweep Sector A (North-West),2026-08-16T22:12:54.345690,11.391501,77.735012,322.2,6.85,0.65,45.4,26.8,322.1,139.3,100.2,0.74,94.6,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01C6 010C 028A 0044 0142 008B 0064 A66A,INTERROGATION
S0258,M001,Grid Sweep Sector A (North-West),2026-08-16T22:30:54.345690,11.392402,77.734118,319.2,6.6,0.63,48.8,27.5,323.1,133.1,132.2,0.74,96.7,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01E8 0113 0276 0042 0143 0085 0084 A64E,INTERROGATION
S0259,M001,Grid Sweep Sector A (North-West),2026-08-16T22:48:54.345690,11.391923,77.734179,319.4,6.34,0.63,53.6,27.3,328.0,127.5,132.3,0.73,94.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 0218 0111 0276 003F 0148 0080 0084 A5CF,INTERROGATION
S0260,M001,Grid Sweep Sector A (North-West),2026-08-16T23:06:54.345690,11.392126,77.734138,319.3,5.99,0.64,47.1,27.0,318.3,122.2,134.1,0.77,90.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D7 010E 0280 003C 013E 007A 0086 A664,INTERROGATION
S0261,M001,Grid Sweep Sector A (North-West),2026-08-16T23:24:54.345690,11.392037,77.73507,320.9,6.84,0.61,44.7,27.4,315.7,133.3,131.0,0.71,95.9,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01BF 0112 0262 0044 013C 0085 0083 A672,INTERROGATION
S0262,M001,Grid Sweep Sector A (North-West),2026-08-16T23:42:54.345690,11.392567,77.73507,319.9,6.95,0.63,47.6,27.3,317.8,95.2,130.3,0.71,92.9,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01DC 0111 0276 0046 013E 005F 0082 A6DD,INTERROGATION
S0263,M001,Grid Sweep Sector A (North-West),2026-08-17T00:00:54.345690,11.391839,77.733752,319.7,7.16,1.5,47.2,27.4,315.2,131.5,129.0,0.74,90.3,Saline Sandy Clay,Kanva-2,15.0,45.0,01 03 0E 01D8 0112 05DC 0048 013B 0084 0081 A1A3,INTERROGATION
S0264,M001,Grid Sweep Sector A (North-West),2026-08-17T00:18:54.345690,11.391446,77.734758,321.6,6.86,0.69,42.3,27.3,324.4,128.8,77.6,0.7,91.7,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01A7 0111 02B2 0045 0144 0081 004E A609,INTERROGATION
S0265,M001,Grid Sweep Sector A (North-West),2026-08-17T00:36:54.345690,11.391485,77.734878,321.8,6.81,0.66,41.4,28.5,329.9,136.7,83.1,0.73,93.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 019E 011D 0294 0044 014A 0089 0053 A600,INTERROGATION
S0266,M001,Grid Sweep Sector A (North-West),2026-08-17T00:54:54.345690,11.392982,77.734825,318.7,6.92,0.64,45.9,27.3,324.7,110.5,136.4,0.72,95.1,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01CB 0111 0280 0045 0145 006E 0088 A67F,INTERROGATION
S0267,M001,Grid Sweep Sector A (North-West),2026-08-17T01:12:54.345690,11.392748,77.733945,318.3,6.79,0.66,45.5,27.8,233.9,141.7,137.7,0.62,91.6,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01C7 0116 0294 0044 00EA 008E 008A A72C,INTERROGATION
S0268,M001,Grid Sweep Sector A (North-West),2026-08-17T01:30:54.345690,11.392195,77.733703,319.2,6.52,0.59,46.4,27.5,252.4,125.8,129.9,0.59,90.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D0 0113 024E 0041 00FC 007E 0082 A70F,INTERROGATION
S0269,M001,Grid Sweep Sector A (North-West),2026-08-17T01:48:54.345690,11.391714,77.734799,321.1,6.86,0.65,40.6,27.8,323.6,139.1,76.6,0.7,92.3,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 0196 0116 028A 0045 0144 008B 004D A60E,INTERROGATION
S0270,M001,Grid Sweep Sector A (North-West),2026-08-17T02:06:54.345690,11.391951,77.734267,319.5,6.64,0.61,50.3,27.3,333.7,139.9,134.2,0.82,98.7,Rich Humus Loam,Kanva-2,15.0,45.0,01 03 0E 01F7 0111 0262 0042 014E 008C 0086 A641,INTERROGATION
S0271,M001,Grid Sweep Sector A (North-West),2026-08-17T02:24:54.345690,11.391832,77.734123,319.4,6.47,0.6,57.2,27.3,317.8,122.3,124.6,0.7,93.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 023C 0111 0258 0041 013E 007A 007D A5CE,INTERROGATION
S0272,M001,Grid Sweep Sector A (North-West),2026-08-17T02:42:54.345690,11.391974,77.734177,319.4,6.27,0.65,50.2,28.0,319.5,121.0,136.4,0.76,93.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01F6 0118 028A 003F 0140 0079 0088 A629,INTERROGATION
S0273,M001,Grid Sweep Sector A (North-West),2026-08-17T03:00:54.345690,11.392102,77.734218,319.3,6.44,0.61,46.5,28.2,322.9,129.5,137.6,0.76,96.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D1 011A 0262 0040 0143 0082 008A A661,INTERROGATION
S0274,M001,Grid Sweep Sector A (North-West),2026-08-17T03:18:54.345690,11.391883,77.7336,319.8,7.28,1.4,47.0,28.5,320.6,137.7,134.4,0.78,92.8,Saline Sandy Clay,Kanva-2,15.0,45.0,01 03 0E 01D6 011D 0578 0049 0141 008A 0086 A174,INTERROGATION
S0275,M001,Grid Sweep Sector A (North-West),2026-08-17T03:36:54.345690,11.392731,77.734727,319.3,7.11,0.6,47.3,28.3,324.6,73.3,132.9,0.72,91.9,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D9 011B 0258 0047 0145 0049 0085 A697,INTERROGATION
S0276,M001,Grid Sweep Sector A (North-West),2026-08-17T03:54:54.345690,11.392422,77.734405,319.5,7.02,0.61,44.4,28.8,333.3,103.3,131.2,0.74,94.8,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01BC 0120 0262 0046 014D 0067 0083 A6D2,INTERROGATION
S0277,M001,Grid Sweep Sector A (North-West),2026-08-17T04:12:54.345690,11.391669,77.734095,319.8,7.14,1.16,62.6,27.3,318.1,135.3,121.5,0.71,88.7,Clay Loam,MR-2,15.0,45.0,01 03 0E 0272 0111 0488 0047 013E 0087 007A A3AC,INTERROGATION
S0278,M001,Grid Sweep Sector A (North-West),2026-08-17T04:30:54.345690,11.392553,77.734498,319.2,7.04,0.66,44.3,29.1,330.6,79.3,136.0,0.69,92.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01BB 0123 0294 0046 014B 004F 0088 A605,INTERROGATION
S0279,M001,Grid Sweep Sector A (North-West),2026-08-17T04:48:54.345690,11.391543,77.73378,320.3,7.45,1.74,48.4,28.6,321.6,128.6,132.9,0.66,87.8,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01E4 011E 06CC 004A 0142 0081 0085 A2F9,INTERROGATION
S0280,M001,Grid Sweep Sector A (North-West),2026-08-17T05:06:54.345690,11.392456,77.733639,318.9,6.9,0.62,48.3,28.1,207.4,135.7,132.9,0.53,88.4,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01E3 0119 026C 0045 00CF 0088 0085 A7D2,INTERROGATION
S0281,M001,Grid Sweep Sector A (North-West),2026-08-17T05:24:54.345690,11.392818,77.734489,318.7,6.92,0.62,46.2,28.0,339.5,97.6,134.1,0.72,94.7,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01CE 0118 026C 0045 0154 0062 0086 A68C,INTERROGATION
S0282,M001,Grid Sweep Sector A (North-West),2026-08-17T05:42:54.345690,11.391385,77.734259,320.9,6.87,0.59,49.4,28.2,313.6,132.0,130.6,0.78,96.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01EE 011A 024E 0045 013A 0084 0083 A601,INTERROGATION
S0283,M001,Grid Sweep Sector A (North-West),2026-08-17T06:00:54.345690,11.392305,77.733697,319.1,6.53,0.65,45.2,28.5,239.6,127.1,127.1,0.54,89.0,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C4 011D 028A 0041 00F0 007F 007F A721,INTERROGATION
S0284,M001,Grid Sweep Sector A (North-West),2026-08-17T06:18:54.345690,11.391352,77.733665,321.0,7.27,1.39,47.4,28.7,332.2,133.4,130.6,0.75,92.5,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01DA 011F 056E 0049 014C 0085 0083 A16B,INTERROGATION
S0285,M001,Grid Sweep Sector A (North-West),2026-08-17T06:36:54.345690,11.392588,77.733391,318.3,6.88,0.61,46.1,27.5,233.9,136.6,128.6,0.56,89.9,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01CD 0113 0262 0045 00EA 0089 0081 A7D8,INTERROGATION
S0286,M001,Grid Sweep Sector A (North-West),2026-08-17T06:54:54.345690,11.391322,77.734595,321.8,6.79,0.61,43.9,28.5,321.5,135.8,95.0,0.66,92.9,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01B7 011D 0262 0044 0142 0088 005F A6DA,INTERROGATION
